Owner,Project,File Path,hpa_count,apiVersion,Is Helm Template,Metric Name,Metric Type,Target Value,Has Behavior,stargazers_count,created_at,pushed_at,file_committed_at,message
serrodcal-quarkus,quarkus-architecture,search_results/serrodcal-quarkus/quarkus-architecture/k8s/hr.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,9,2020-04-12T10:41:38Z,2023-01-26T19:35:17Z,2021-01-12T15:41:03Z,"update to 1.10.5.Final, update stack and distroless"
serrodcal-quarkus,quarkus-architecture,search_results/serrodcal-quarkus/quarkus-architecture/k8s/department.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,9,2020-04-12T10:41:38Z,2023-01-26T19:35:17Z,2021-01-12T15:41:03Z,"update to 1.10.5.Final, update stack and distroless"
sergarb1,CursoIntroduccionADocker,search_results/sergarb1/CursoIntroduccionADocker/FuentesCurso/UD 08. Introduccion a Kubernetes/Ficheros casos practicos UD08/CasoPractico1-Flask/autoscale.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,23,2021-03-01T17:59:44Z,2025-02-20T15:04:24Z,2021-04-21T22:09:37Z,Anyadida UD 08 Introduccion a Kubernetes
serenasensini,Kubernetes,search_results/serenasensini/Kubernetes/Cap 14/autoscaler/hpa-stabilizationWindowSeconds-avg.yaml,1,autoscaling/v2,False,memory,Resource,500Mi,True,12,2023-01-03T16:03:57Z,2024-02-25T21:53:24Z,2023-05-02T14:34:29Z,fix code
serbent,ca-workrepo,search_results/serbent/ca-workrepo/59-60/kubernetes/clusterip/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2024-09-24T16:28:08Z,2025-02-24T17:50:02Z,2025-01-16T19:08:33Z,59-60
revue-org,revue-kubernetes,search_results/revue-org/revue-kubernetes/specifications/log/revue-log-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,2,2024-08-28T11:24:27Z,2024-09-20T15:09:50Z,2024-09-16T10:00:11Z,chore: rename directories
selectel,mks-gpu-examples,search_results/selectel/mks-gpu-examples/kubernetes/vllm/ha/hpa.yml,1,autoscaling/v2,False,vllm_request_latency_seconds,Pods,200m,False,4,2024-08-08T10:04:19Z,2024-08-26T15:20:04Z,2024-08-14T15:27:07Z,update docs
sam-johnson,k8s_handbook,search_results/sam-johnson/k8s_handbook/manifests/HPA/sample-metrics-app.yaml,1,autoscaling/v2beta1,False,,Object,,False,3,2018-03-24T07:06:44Z,2018-03-24T07:14:12Z,2017-12-13T15:01:57Z,change HPA setting for kubernetes 1.8
sajeetharan,azch-captureorder,search_results/sajeetharan/azch-captureorder/manifests/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2019-07-15T20:15:36Z,2019-07-15T22:48:12Z,2019-07-15T20:18:01Z,"

Updated manifest"
ryan-a-baker,k8s-scaling-demo,search_results/ryan-a-baker/k8s-scaling-demo/charts/rabbitmq-sample-app/templates/hpa.yaml,1,autoscaling/v2beta2,False,rabbitmq_queue_messages,Object,100,False,8,2019-09-25T18:55:19Z,2021-03-10T06:32:39Z,2019-10-02T17:59:41Z,Helm Chart for Rabbit App
rhod3rz,demo1-AzureDevOps-AKS,search_results/rhod3rz/demo1-AzureDevOps-AKS/k8s/titan/individual/votinganalytics/horizontalpodautoscaler.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,8,2023-09-29T16:45:29Z,2023-10-03T09:20:35Z,2023-10-03T09:20:18Z,initial commit
rhod3rz,demo1-AzureDevOps-AKS,search_results/rhod3rz/demo1-AzureDevOps-AKS/helm/titan/charts/votinganalytics/templates/horizontalpodautoscaler.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,8,2023-09-29T16:45:29Z,2023-10-03T09:20:35Z,2023-10-03T09:20:18Z,initial commit
selkies-project,selkies-gstreamer,search_results/selkies-project/selkies-gstreamer/infra/gke/manifests/coturn/coturn-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,453,2021-09-20T02:40:04Z,2025-03-28T12:14:24Z,2023-06-15T01:42:01Z,"Updating HPA api version (#82)

autoscaling/v2beta2 HorizontalPodAutoscaler is deprecated in v1.23+, unavailable in v1.26+; use autoscaling/v2 HorizontalPodAutoscaler"
RedHatWorkshops,rider-auto-openshift,search_results/RedHatWorkshops/rider-auto-openshift/rider-auto-rest/src/main/fabric8/horizontal-pod-autoscaler.yml,1,extensions/v1beta1,False,cpuUtilization,cpuUtilization,50,False,12,2016-02-04T19:20:19Z,2016-05-09T16:37:33Z,2016-02-26T20:02:40Z,added api version
RisingStack,example-kubernetes-nodejs,search_results/RisingStack/example-kubernetes-nodejs/gateway/templates/hpa-gateway.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,50,2017-06-23T11:08:12Z,2018-05-03T08:22:19Z,2017-10-11T14:38:02Z,feat(helm): rename chart directory to chart name
SMACAcademy,Mastering-Argo-Rollouts-Progressive-Delivery-in-Kubernetes,search_results/SMACAcademy/Mastering-Argo-Rollouts-Progressive-Delivery-in-Kubernetes/0-Demo-Files/hpa/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,8,2024-01-22T14:15:40Z,2024-11-19T04:39:28Z,2024-02-19T12:32:36Z,updated
SOAT-01,tech-challenge-app,search_results/SOAT-01/tech-challenge-app/k8s/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,10,False,3,2023-05-15T12:21:13Z,2023-11-02T01:32:09Z,2023-08-29T01:44:06Z,feat: applying service Load Balancer
SPSCommerce,kube-hpa-scale-to-zero,search_results/SPSCommerce/kube-hpa-scale-to-zero/demo/app.yml,1,autoscaling/v2,False,scale_to_zero_demo_replica_count,Object,1,True,3,2023-04-04T10:35:29Z,2025-04-03T09:04:49Z,2024-05-27T16:14:39Z,improve metrics and error handling
Sagar2366,LearnWithSagar,search_results/Sagar2366/LearnWithSagar/CKAD/practice_questions/exercises/13-deployment-horizontal-pod-autoscaler/solution/nginx-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,75,False,66,2023-06-02T10:02:34Z,2025-03-28T02:15:57Z,2023-07-29T13:36:34Z,CKAD practice questions
SaifRehman,ICP-Airways,search_results/SaifRehman/ICP-Airways/icp-backend/odm-microservice/odm-microservice-HPA.yaml,1,autoscaling/v2beta1,False,,Pods,,False,41,2018-05-28T06:15:57Z,2019-04-29T08:18:53Z,2018-11-06T18:46:45Z,#157 added cpu and memory limit and auto pod scaling to all ms
iKubernetes,knative-in-practise,search_results/iKubernetes/knative-in-practise/deploy-knative/knative-v1.4.1/kafka/channel-consolidated.yaml,1,autoscaling/v2beta2,False,cpu,Resource,100,False,6,2022-02-28T09:21:35Z,2024-08-15T07:00:56Z,2022-06-01T09:16:31Z,update kafka channel and broker deployment
Sakib37,DevOps,search_results/Sakib37/DevOps/kubernetes/k8s-development-vagrant-env/manifests/security/cert-manager/cert-manager.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2017-02-22T09:33:17Z,2020-04-02T23:13:23Z,2018-10-28T11:30:52Z,Kubernete 1.12.2 basic manifests working
Sakib37,DevOps,search_results/Sakib37/DevOps/kubernetes/k8s-development-vagrant-env/manifests/deployments/services/kuard/abo.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2017-02-22T09:33:17Z,2020-04-02T23:13:23Z,2018-10-28T11:30:52Z,Kubernete 1.12.2 basic manifests working
Saurabhkr952,dev-portfolio-manifest,search_results/Saurabhkr952/dev-portfolio-manifest/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,3,2023-03-19T09:45:03Z,2024-08-28T04:26:07Z,2024-05-29T15:03:32Z,"feat: Added Horizontal Pod Autoscaler for dev-portfolio Deployment

Signed-off-by: Saurabhkr952 <saurabhkr952@gmail.com>"
ScorpioBroker,ScorpioBroker,search_results/ScorpioBroker/ScorpioBroker/KubernetesFile/dist-no-eureka-deployment-files/hpa/subscription-manager.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,63,2019-09-10T07:53:23Z,2025-04-02T14:55:22Z,2021-12-22T06:34:16Z,Scorpio broker eureka free
ScorpioBroker,ScorpioBroker,search_results/ScorpioBroker/ScorpioBroker/KubernetesFile/dist-deployment-files/hpa/registry-subscription-manager.yaml,1,autoscaling/v1,False,,,,False,63,2019-09-10T07:53:23Z,2025-04-02T14:55:22Z,2022-02-08T04:34:00Z,Add Registration Subscription manager deployment
ScorpioBroker,ScorpioBroker,search_results/ScorpioBroker/ScorpioBroker/KubernetesFile/dist-deployment-files/hpa/subscription-manager.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,63,2019-09-10T07:53:23Z,2025-04-02T14:55:22Z,2021-01-29T10:46:38Z,"Feature 153 (#180)

* issue-135 Kubernates Yml files added

* feature-153 postgres deployment files changes

* feature-153 postgres deployment files changes

* feature-153 updated deployment files

* feature-153 change in storage manager deployment file

* feature-153 kafka and zookeeper services removed

* feature-153 helm files added

* feature-153 review comments implemented

* feature-153 helm file initial changes for values file

* feature-153 helm value file added

* feature-153 minor fixes

* feature-153 minor fixes

* feature-153 minor fixes

* feature-153 aaio helm files added

* feature-153 change in value file and aaaio helm creation

Co-authored-by: Arpit Tayal <Arpit.Tayal@nectechnologies.in>
Co-authored-by: ScorpioBroker <55130839+ScorpioBroker@users.noreply.github.com>
Co-authored-by: ajayyadavnec <47235345+ajayyadavnec@users.noreply.github.com>"
Musicminion,2022-2023-1-Cloud-OS,search_results/Musicminion/2022-2023-1-Cloud-OS/k8s_hw(2023)/config/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,40,True,6,2023-02-20T12:01:54Z,2023-06-11T11:40:07Z,2023-06-05T09:02:30Z,更新作业文档
NarrativeCompany,narrative,search_results/NarrativeCompany/narrative/kubernetes/narrative-core/dev/narrative-core-hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,150,False,8,2020-01-03T15:02:46Z,2020-06-15T19:31:13Z,2020-01-09T17:48:42Z,Initial Narrative Platform Open Source Commit
PRODYNA,upskill-training,search_results/PRODYNA/upskill-training/terraform/2-kubernetes/assets/sample-kustomize/base/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,2,2024-04-09T07:13:38Z,2025-02-03T01:07:01Z,2024-11-11T12:41:52Z,Added istio example
PaaS-TA,paas-ta-container-platform-deployment,search_results/PaaS-TA/paas-ta-container-platform-deployment/standalone/applications/kubeflow-1.7.0/contrib/tektoncd/tektoncd-install/base/horizontal-pod-autoscaler.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2020-12-07T02:34:31Z,2023-08-02T05:36:29Z,2023-04-06T05:47:05Z,Add Container Platform v1.4.1 Release
PacktPublishing,Java-Concurrency-and-Parallelism,search_results/PacktPublishing/Java-Concurrency-and-Parallelism/Chapter10/predictive-scaling/hpa.yaml,1,autoscaling/v2beta2,False,,Resource,,False,25,2023-11-09T15:52:22Z,2024-09-11T22:01:36Z,2024-07-31T11:16:47Z,Rename hpa.yaml to hpa.yaml
PacktPublishing,Kubernetes-A-Complete-DevOps-Cookbook,search_results/PacktPublishing/Kubernetes-A-Complete-DevOps-Cookbook/Chapter07/hpa-my-ch7-app.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,29,2020-03-13T09:45:02Z,2023-01-30T09:34:44Z,2020-03-13T10:01:18Z,Add files via upload
RHEcosystemAppEng,saas-boutique-demo,search_results/RHEcosystemAppEng/saas-boutique-demo/automation/productcatalog-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,2,2022-09-14T13:52:31Z,2023-07-25T21:47:17Z,2022-09-21T15:08:40Z,Added HPA settings for all deployment apps
PacktPublishing,Kubernetes-Cookbook-Second-Edition,search_results/PacktPublishing/Kubernetes-Cookbook-Second-Edition/Chapter03/3-1/3-1-2_hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,26,2018-05-24T08:32:39Z,2021-01-15T06:54:13Z,2018-05-30T06:05:51Z,Code Files Added
PacktPublishing,Mastering-Kubernetes-Third-Edition,search_results/PacktPublishing/Mastering-Kubernetes-Third-Edition/Chapter8/hue-reminders-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,90,False,46,2020-05-21T08:44:10Z,2023-05-25T09:39:52Z,2020-07-01T07:38:10Z,Create hue-reminders-hpa.yaml
PacktPublishing,Mastering-Kubernetes-Third-Edition,search_results/PacktPublishing/Mastering-Kubernetes-Third-Edition/Chapter8/nginx-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,90,False,46,2020-05-21T08:44:10Z,2023-05-25T09:39:52Z,2020-07-01T07:38:22Z,Create nginx-hpa.yaml
PacktPublishing,Practical-Microservices-with-Dapr-and-.NET,search_results/PacktPublishing/Practical-Microservices-with-Dapr-and-.NET/chapter10/Deploy/sample.microservice.customization.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,103,2020-09-24T08:30:57Z,2023-01-18T09:20:26Z,2021-03-24T19:28:56Z,overall update to v1
PacktPublishing,Practical-Microservices-with-Dapr-and-.NET,search_results/PacktPublishing/Practical-Microservices-with-Dapr-and-.NET/chapter10/Deploy/sample.microservice.reservation.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,103,2020-09-24T08:30:57Z,2023-01-18T09:20:26Z,2021-03-24T19:28:56Z,overall update to v1
PacktPublishing,The-Kubernetes-Bible-Second-Edition,search_results/PacktPublishing/The-Kubernetes-Bible-Second-Edition/Chapter20/hpa/todo-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,39,2023-11-07T06:10:54Z,2025-03-27T05:58:20Z,2024-10-20T15:19:32Z,update
PacktPublishing,The-Kubernetes-Bible-Second-Edition,search_results/PacktPublishing/The-Kubernetes-Bible-Second-Edition/extra/one-page-web-container/one-page-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,39,2023-11-07T06:10:54Z,2025-03-27T05:58:20Z,2024-08-17T09:38:48Z,update
PaloAltoNetworks,lab-aws-cn-series-zero-trust,search_results/PaloAltoNetworks/lab-aws-cn-series-zero-trust/terraform/cnseries/cn-series/HPA/pan-cn-hpa-dp.yaml,1,autoscaling/v2beta2,False,dataplanecpuutilizationpct,External,100,True,2,2022-06-27T10:03:37Z,2023-06-15T09:36:31Z,2022-06-27T10:12:52Z,Copyin over everything from the original repo at https://github.com/vsrkrishnan/panw-cn-series-aws-zero-trust
PlatonCod,CrableTroudlbe,search_results/PlatonCod/CrableTroudlbe/packages/@CrableTroudlbe/companion/infra/kube/companion/companion-kube.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,31,2023-12-20T16:16:42Z,2025-01-12T05:16:03Z,2024-07-28T14:47:36Z,test
PacktPublishing,Kubernetes-Autoscaling,search_results/PacktPublishing/Kubernetes-Autoscaling/chapter06/troubleshooting/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,2,2024-09-05T09:59:35Z,2025-03-03T21:13:24Z,2025-01-24T15:25:07Z,Assets for Chapter 6
a-nldisr,kubedemo,search_results/a-nldisr/kubedemo/kubernetes/external_v3/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,30,True,3,2021-03-23T16:51:24Z,2022-01-25T09:59:47Z,2021-05-22T09:40:55Z,"Added crash, ip, and HPA"
abdidarmawan007,k8s-ingress-neg-hpa,search_results/abdidarmawan007/k8s-ingress-neg-hpa/deployment.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,3,2019-04-14T07:44:09Z,2021-12-11T00:52:37Z,2021-12-09T01:56:13Z," update with gke 1.21

 update with gke 1.21"
abdullahakyuz,mern_task,search_results/abdullahakyuz/mern_task/k8s/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,5,2024-11-22T19:16:26Z,2024-11-27T23:12:43Z,2024-11-26T17:19:43Z,edit frontend
adilreza,kubernetes,search_results/adilreza/kubernetes/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,3,2020-08-21T10:45:54Z,2025-03-17T17:14:20Z,2022-06-02T09:46:26Z,Create hpa.yaml
adilreza,kubernetes,search_results/adilreza/kubernetes/Horizontal-scaling/hpad.yaml,1,autoscaling/v2,False,cpu,Resource,50,True,3,2020-08-21T10:45:54Z,2025-03-17T17:14:20Z,2022-11-24T08:59:21Z,Create hpad.yaml
ahwhy,myCfgLib,search_results/ahwhy/myCfgLib/kubernetes/all-lib/14-monitor/hpa/hpa-v2-resources.yaml,1,autoscaling/v2beta2,False,cpu,Resource,60,True,3,2022-03-14T12:56:16Z,2025-03-10T14:17:01Z,2023-10-06T15:56:05Z,rejust resource yaml dir
airavata-courses,PixelGram,search_results/airavata-courses/PixelGram/k8s/kube.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,4,2021-01-26T02:05:46Z,2021-06-01T15:09:24Z,2021-05-04T03:05:24Z,Adding iu tacc instance changes
alphauslabs,oops,search_results/alphauslabs/oops/deployment.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,4,2021-02-03T05:44:51Z,2024-04-01T06:29:29Z,2020-07-13T19:04:02Z,update tag
ammarSaad,Kubernetes-web-based,search_results/ammarSaad/Kubernetes-web-based/saas-minikube-kubernetess/namespaces/spring/podinfo-hpa.yaml,1,autoscaling/v2beta1,False,,Pods,,False,6,2019-07-03T18:50:10Z,2023-02-28T11:27:48Z,2019-07-03T19:01:20Z,add saas-minikube-kubernetes-folder
antonputra,tutorials,search_results/antonputra/tutorials/lessons/187/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,3843,2020-11-28T21:14:18Z,2025-04-06T07:52:30Z,2024-02-21T09:52:35Z,Docker vs Kubernetes vs Containerd (#213)
arafkarsh,k8s-quickstart,search_results/arafkarsh/k8s-quickstart/colima/Yamls/app/fusion-12-water-product-hpa-green.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,2,2025-01-29T06:21:43Z,2025-02-21T03:11:00Z,2025-02-18T14:34:23Z,"Kubernetes Canary, A/B Testing, Blue/Green Examples"
argoproj-archive,microservices-demo,search_results/argoproj-archive/microservices-demo/deploy/kubernetes/autoscaling/catalogue-hsc.yaml,1,extensions/v1beta1,False,cpuUtilization,cpuUtilization,50,False,2,2017-08-18T19:28:36Z,2017-08-24T20:54:26Z,2017-08-18T19:40:14Z,Initial
arisu1000,kubernetes-book-sample,search_results/arisu1000/kubernetes-book-sample/autoscaling/autoscaling.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,30,False,87,2018-07-31T07:45:33Z,2024-10-06T00:14:40Z,2019-12-25T12:57:00Z,Add YAML files
alejandro945,my-health-ops,search_results/alejandro945/my-health-ops/k8s/hpa/hpa-server.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2023-03-14T15:05:28Z,2023-05-24T01:28:38Z,2023-05-05T15:30:06Z,Feat: K8s improvements :whale:
Shashankreddysunkara,NavVis-go-webapp,search_results/Shashankreddysunkara/NavVis-go-webapp/infra/helm-charts/go-webapp/templates/autoscaler.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2022-03-01T19:59:33Z,2023-03-10T15:03:09Z,2022-03-02T20:26:46Z,Finish
SohamRatnaparkhi,blogx,search_results/SohamRatnaparkhi/blogx/k8s/updated/api_feed_manifest.yaml,1,autoscaling/v2,False,cpu,Resource,70,True,7,2023-06-02T12:26:30Z,2024-04-29T19:30:17Z,2024-04-29T19:30:13Z,"feat: working k8s manifests

Signed-off-by: SohamRatnaparkhi <soham.ratnaparkhi@gmail.com>"
Statemood,jenkins-library,search_results/Statemood/jenkins-library/resources/io/rulin/templates/kubernetes/yaml/default/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,HPA_TARGET_CPU,False,55,2018-10-06T01:56:24Z,2024-11-04T10:42:57Z,2021-04-01T15:40:04Z,update files
TBeijen,klutch,search_results/TBeijen/klutch/examples/orphan.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,3,2020-06-26T11:01:33Z,2022-12-27T17:34:11Z,2020-07-02T19:11:31Z,"Cleaned up examples, made naming more consistent."
Topten1004,JwtToken-WebAPI,search_results/Topten1004/JwtToken-WebAPI/SparkTodo/manifests/hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,7,2023-02-10T19:33:30Z,2023-02-10T19:40:36Z,2023-02-10T19:40:23Z,initial version
VATSIM-Radar,vatsim-radar,search_results/VATSIM-Radar/vatsim-radar/.config/k8s/main/app.yml,1,autoscaling/v2,False,cpu,Resource,270,True,124,2024-03-22T13:34:03Z,2025-04-06T08:25:47Z,2025-04-02T12:59:49Z,Remove min replicas condition
Vicky-cmd,Springboot-V1,search_results/Vicky-cmd/Springboot-V1/deployments/deployment.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,2,2021-06-12T10:14:07Z,2022-04-17T08:39:22Z,2022-04-16T19:20:22Z,Committing the files used for deploying this service
ZenHubHQ,zenhub-enterprise,search_results/ZenHubHQ/zenhub-enterprise/k8s-cluster/base/toad/autoscaling_v2beta2_horizontalpodautoscaler_toad-api.yaml,1,autoscaling/v2beta2,False,cpu,Resource,80,False,14,2020-11-05T16:44:40Z,2024-10-11T21:08:51Z,2021-01-16T03:23:54Z,zhe 3.beta.2.0
WeihanLi,SparkTodo,search_results/WeihanLi/SparkTodo/manifests/hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,49,2017-03-06T13:54:30Z,2025-04-05T02:16:46Z,2022-01-05T14:58:46Z,Update hpa.yml
Vizzuality,emissions-scenario-portal,search_results/Vizzuality/emissions-scenario-portal/k8s/production/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2017-04-12T11:53:17Z,2023-01-19T05:33:23Z,2020-03-02T15:20:34Z,Changes to Jenkinsfile to support deployment to different cloud providers
WilliamDenniss,kubernetes-for-developers,search_results/WilliamDenniss/kubernetes-for-developers/Chapter10/10.1.3_HPA-v1/worker_hpa_v1.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,20,False,81,2020-04-17T22:38:59Z,2025-02-21T04:23:36Z,2023-09-05T21:27:23Z,Move v1 file to a separte directory
WilliamDenniss,kubernetes-for-developers,search_results/WilliamDenniss/kubernetes-for-developers/Chapter06/6.2_HPA/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,20,False,81,2020-04-17T22:38:59Z,2025-02-21T04:23:36Z,2023-02-28T08:54:27Z,Update HPA with v2
WilliamDenniss,kubernetes-for-developers,search_results/WilliamDenniss/kubernetes-for-developers/Chapter06/6.2.1_ExternalMetricGCP/hpa.yaml,1,autoscaling/v2,False,loadbalancing.googleapis.com|https|request_count,External,5,False,81,2020-04-17T22:38:59Z,2025-02-21T04:23:36Z,2023-08-27T00:32:25Z,Sync with the manuscript
Yansb,full-cycle-course,search_results/Yansb/full-cycle-course/kubernets-kind/k8s/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,25,False,7,2022-04-23T01:43:10Z,2023-09-23T01:57:12Z,2023-09-20T01:43:20Z,feat(k8s): statefulsets and auto scaler
Virous77,Reetesh,search_results/Virous77/Reetesh/Deployment.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,8,2022-10-16T12:05:40Z,2025-03-20T12:05:24Z,2024-04-18T06:34:25Z,updated to latest nextjs version
CAVEconnectome,CAVEdeployment,search_results/CAVEconnectome/CAVEdeployment/kubetemplates/materialize.yml,1,autoscaling/v2,False,cpu,Resource,75,False,2,2022-01-10T20:17:20Z,2025-04-01T22:00:34Z,2025-04-01T22:00:29Z,add envs to materialization and celery pods
CS3219-AY2324S1,ay2324s1-course-assessment-g11,search_results/CS3219-AY2324S1/ay2324s1-course-assessment-g11/deployment/gke-prod-manifests/matching-service-autoscaling.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,3,2023-08-31T06:31:27Z,2023-11-18T08:35:16Z,2023-10-23T09:48:16Z,Add horizontal autoscaling (#170)
wikibook,docker-kubernetes,search_results/wikibook/docker-kubernetes/ch08/ch08_3_2/hpa.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,27,2019-03-13T06:06:21Z,2023-01-04T23:26:09Z,2019-03-13T06:07:03Z,First commit
CaptainFluffyToes,DAP4MAC,search_results/CaptainFluffyToes/DAP4MAC/files/manifests/dap/dapAccessManifest.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,10,False,4,2019-05-28T11:19:05Z,2020-09-10T15:44:37Z,2020-05-08T17:44:32Z,update to v11.4.0
CemalUnal,cloud-native-application-development-workshop,search_results/CemalUnal/cloud-native-application-development-workshop/sample-app-kubernetes-manifests/3-backend.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,7,2019-06-26T19:56:50Z,2020-03-30T10:38:24Z,2020-03-29T21:38:19Z,Update documentation
Cxs1103,Kubernetes.config,search_results/Cxs1103/Kubernetes.config/tekton/parse2/tekton-pipelines/tekton-0.24.1.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,3,2021-08-28T14:32:05Z,2025-04-05T17:30:23Z,2023-03-06T14:58:09Z,tekton云原生 CI/CD
MasterCruelty,Thesis-IAC,search_results/MasterCruelty/Thesis-IAC/yaml/catnip.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,4,2023-01-24T17:36:38Z,2025-01-07T23:16:20Z,2023-02-06T11:01:02Z,add version
Cxs1103,Kubernetes.config,search_results/Cxs1103/Kubernetes.config/prometheus/Phase2/Prometheus Adpater/hpa-mem.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,3,2021-08-28T14:32:05Z,2025-04-05T17:30:23Z,2022-11-25T15:00:47Z,第二期相关文件
DevSecOpsSamples,eks-cdk-blueprints,search_results/DevSecOpsSamples/eks-cdk-blueprints/app/sample-rest-api-template.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,5,2022-04-21T15:48:19Z,2023-12-15T08:27:46Z,2022-06-09T03:42:54Z,".

."
Diarkis,diarkis-server-template,search_results/Diarkis/diarkis-server-template/src/k8s/linode/base/udp/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,40,False,9,2024-06-12T09:28:27Z,2025-03-27T05:28:24Z,2024-06-13T04:32:53Z,first commit
EC528-Fall-2024,automation-snowflake-harness,search_results/EC528-Fall-2024/automation-snowflake-harness/harness_delegate_deployment/harness-delegate.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,6,2024-09-16T15:46:44Z,2024-12-09T23:10:52Z,2024-10-23T04:48:43Z,commenting code in delegate yaml
